journal_id,journal_name,journal_name_short,issn,impact_factor,h_index,citescore,overall_score,cas_quartile,big_category,sub_category,sci_indexed,oa_status,acceptance_rate,review_cycle,views,fields,detail_url,article_url
3438,IEICE TRANSACTIONS ON FUNDAMENTALS OF ELECTRONICS COMMUNICATIONS AND COMPUTER SCIENCES,IEICE T FUND ELECTR,0916-8508,0.4,49,1.0,5.3,4区,计算机科学,计算机：硬件,SCIE,No,约62.5%,约4.5个月,46111,信息科学,https://letpub.com.cn/index.php?journalid=3438&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3438&xuanxiangk_id=2#xuanxk_3
3439,IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS,IEICE T INF SYST,0916-8532,0.8,46,1.8,5.8,4区,计算机科学,计算机：信息系统,SCIE,No,容易,约5.0个月,83845,计算机科学|信息科学,https://letpub.com.cn/index.php?journalid=3439&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3439&xuanxiangk_id=2#xuanxk_3
3441,IET Communications,IET COMMUN,1751-8628,1.6,53,4.4,5.7,4区,计算机科学,工程：电子与电气,SCI SCIE,Yes,66%,约5.4个月,169173,计算机科学|信息科学,https://letpub.com.cn/index.php?journalid=3441&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3441&xuanxiangk_id=2#xuanxk_3
3442,IET Computer Vision,IET COMPUT VIS,1751-9632,1.3,29,3.2,6.1,4区,计算机科学,计算机：人工智能,SCI SCIE,Yes,约50%,平均1月,227065,计算机科学|计算机应用技术|信息科学,https://letpub.com.cn/index.php?journalid=3442&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3442&xuanxiangk_id=2#xuanxk_3
3444,IET Control Theory and Applications,IET CONTROL THEORY A,1751-8644,2.3,94,4.1,7.7,4区,计算机科学,自动化与控制系统,SCI SCIE,Yes,容易,约6.8个月,244624,信息科学,https://letpub.com.cn/index.php?journalid=3444&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3444&xuanxiangk_id=2#xuanxk_3
3447,IET Image Processing,IET IMAGE PROCESS,1751-9659,2.2,34,5.3,7.0,4区,计算机科学,计算机：人工智能,SCI SCIE,Yes,容易,约6.0个月,297020,计算机科学|人工智能与知识工程|计算机应用技术|信息科学,https://letpub.com.cn/index.php?journalid=3447&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3447&xuanxiangk_id=2#xuanxk_3
3448,IET Information Security,IET INFORM SECUR,1751-8709,2.6,26,3.3,5.2,4区,计算机科学,计算机：信息系统,SCIE,Yes,容易,约6.0个月,70691,计算机科学|信息科学,https://letpub.com.cn/index.php?journalid=3448&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3448&xuanxiangk_id=2#xuanxk_3
3449,IET Intelligent Transport Systems,IET INTELL TRANSP SY,1751-956X,2.5,34,5.7,5.8,3区,工程技术,工程：电子与电气,SCIE,Yes,容易,约3.0个月,153471,信息科学,https://letpub.com.cn/index.php?journalid=3449&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3449&xuanxiangk_id=2#xuanxk_3
3454,IET Radar Sonar and Navigation,IET RADAR SONAR NAV,1751-8784,1.5,72,3.3,6.3,4区,计算机科学,工程：电子与电气,SCI SCIE,Yes,约50%,约6.0个月,114620,信息科学,https://letpub.com.cn/index.php?journalid=3454&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3454&xuanxiangk_id=2#xuanxk_3
3457,IET Signal Processing,IET SIGNAL PROCESS,1751-9675,1.4,35,3.0,5.6,4区,工程技术,工程：电子与电气,SCI SCIE,Yes,容易,约9.0个月,108338,信息科学,https://letpub.com.cn/index.php?journalid=3457&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3457&xuanxiangk_id=2#xuanxk_3
3458,IET Software,IET SOFTW,1751-8806,1.3,40,4.4,5.1,4区,计算机科学,计算机：软件工程,SCIE,Yes,容易,约12.0个月,42622,计算机科学|信息科学,https://letpub.com.cn/index.php?journalid=3458&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3458&xuanxiangk_id=2#xuanxk_3
3471,IMAGE AND VISION COMPUTING,IMAGE VISION COMPUT,0262-8856,4.2,118,7.1,7.0,3区,计算机科学,计算机：软件工程,SCI SCIE,No,约20%,约10.5个月,325131,计算机视觉|图像处理|模式识别|信息科学,https://letpub.com.cn/index.php?journalid=3471&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3471&xuanxiangk_id=2#xuanxk_3
3472,IMAGING SCIENCE JOURNAL,IMAGING SCI J,1368-2199,1.1,21,2.8,5.4,4区,计算机科学,成像科学与照相技术,SCI SCIE,No,约80%,约2.0个月,55265,计算机科学|计算机应用技术|信息科学,https://letpub.com.cn/index.php?journalid=3472&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3472&xuanxiangk_id=2#xuanxk_3
3475,IMMUNOBIOLOGY,IMMUNOBIOLOGY,0171-2985,2.3,82,4.5,6.4,4区,医学,免疫学,SCI SCIE,No,容易,约1.0个月,59997,生命科学,https://letpub.com.cn/index.php?journalid=3475&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3475&xuanxiangk_id=2#xuanxk_3
3490,IN VITRO CELLULAR & DEVELOPMENTAL BIOLOGY-ANIMAL,IN VITRO CELL DEV-AN,1071-2690,1.7,57,3.2,5.1,4区,生物学,细胞生物学,SCI SCIE,No,约26.25%,平均1.7月,41182,生命科学,https://letpub.com.cn/index.php?journalid=3490&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3490&xuanxiangk_id=2#xuanxk_3
3505,INDIAN JOURNAL OF EXPERIMENTAL BIOLOGY,INDIAN J EXP BIOL,0019-5189,0.5,67,1.57,4.9,4区,生物学,生物学,SCIE,Yes,约80%,约6.0个月,24154,生命科学,https://letpub.com.cn/index.php?journalid=3505&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3505&xuanxiangk_id=2#xuanxk_3
3534,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,Ind. Eng. Chem. Res.,0888-5885,3.9,197,6.7,8.1,3区,工程技术,工程：化工,SCI SCIE,Transformative,约50%,约2.6个月,1095940,信息科学,https://letpub.com.cn/index.php?journalid=3534&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3534&xuanxiangk_id=2#xuanxk_3
3538,INDUSTRIAL CROPS AND PRODUCTS,IND CROP PROD,0926-6690,6.2,103,9.4,8.4,1区,农林科学,农业工程,SCIE,No,66%,约1.3个月,875983,生命科学,https://letpub.com.cn/index.php?journalid=3538&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3538&xuanxiangk_id=2#xuanxk_3
3552,INFLAMMATION,INFLAMMATION,0360-3997,5.0,51,10.1,6.8,2区,医学,细胞生物学,SCI SCIE,No,约50%,约3.0个月,126516,医药科学,https://letpub.com.cn/index.php?journalid=3552&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3552&xuanxiangk_id=2#xuanxk_3
3554,INFLAMMATORY BOWEL DISEASES,INFLAMM BOWEL DIS,1078-0998,4.3,128,9.3,7.4,3区,医学,胃肠肝病学,SCI SCIE,No,约20%,平均1月,49530,医药科学,https://letpub.com.cn/index.php?journalid=3554&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3554&xuanxiangk_id=2#xuanxk_3
3560,INFORMATION & MANAGEMENT,INFORM MANAGE-AMSTER,0378-7206,8.2,142,17.5,7.2,2区,管理学,计算机：信息系统,SCIE,No,较易,>12周，或约稿,92680,信息科学,https://letpub.com.cn/index.php?journalid=3560&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3560&xuanxiangk_id=2#xuanxk_3
3561,INFORMATION AND COMPUTATION,INFORM COMPUT,0890-5401,1.0,67,2.2,5.1,4区,计算机科学,计算机：理论方法,SCI SCIE,No,容易,约24.0个月,38546,计算机科学|信息科学,https://letpub.com.cn/index.php?journalid=3561&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3561&xuanxiangk_id=2#xuanxk_3
3563,Information Fusion,INFORM FUSION,1566-2535,15.5,85,24.1,8.9,1区,计算机科学,计算机：人工智能,SCIE,No,较易,约7.5个月,562748,计算机科学|人工智能与知识工程|信息科学,https://letpub.com.cn/index.php?journalid=3563&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3563&xuanxiangk_id=2#xuanxk_3
3564,INFORMATION PROCESSING & MANAGEMENT,INFORM PROCESS MANAG,0306-4573,6.9,88,18.6,8.3,1区,计算机科学,计算机：信息系统,SCIE,No,容易,约12.0个月,320807,计算机科学|计算机应用技术|信息科学,https://letpub.com.cn/index.php?journalid=3564&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3564&xuanxiangk_id=2#xuanxk_3
3565,INFORMATION PROCESSING LETTERS,INFORM PROCESS LETT,0020-0190,0.6,69,1.9,5.3,4区,计算机科学,计算机：信息系统,SCIE,No,约50%,约7.5个月,87471,计算机科学|信息科学,https://letpub.com.cn/index.php?journalid=3565&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3565&xuanxiangk_id=2#xuanxk_3
3567,INFORMATION SCIENCES,INFORM SCIENCES,0020-0255,6.8,154,14.4,8.2,2区,计算机科学,计算机：信息系统,SCI SCIE,No,约22.5%,约10.8个月,1285681,计算机科学|人工智能与知识工程|计算机应用技术|信息科学,https://letpub.com.cn/index.php?journalid=3567&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3567&xuanxiangk_id=2#xuanxk_3
3568,INFORMATION SYSTEMS,INFORM SYST,0306-4379,3.4,76,9.8,6.7,3区,计算机科学,计算机：信息系统,SCI SCIE,No,较易,约6.0个月,104423,计算机科学|信息科学,https://letpub.com.cn/index.php?journalid=3568&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3568&xuanxiangk_id=2#xuanxk_3
3569,INFORMATION SYSTEMS FRONTIERS,INFORM SYST FRONT,1387-3326,8.3,55,19.1,6.3,3区,管理学,计算机：信息系统,SCIE,No,容易,约9.0个月,59480,信息科学,https://letpub.com.cn/index.php?journalid=3569&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3569&xuanxiangk_id=2#xuanxk_3
3571,Information Technology and Control,INF TECHNOL CONTROL,1392-124X,1.9,15,3.5,6.4,4区,计算机科学,自动化与控制系统,SCIE,Yes,容易,>12周，或约稿,99245,计算机科学|信息科学,https://letpub.com.cn/index.php?journalid=3571&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3571&xuanxiangk_id=2#xuanxk_3
3574,Information-An International Interdisciplinary Journal,INFORMATION-TOKYO,1343-4500,0.0,0,0.0,3.6,未录,,,无,No,容易,约8.2个月,34106,生命科学|计算机科学|生物信息学|人工智能与知识工程|模式识别|计算机应用技术|信息科学,https://letpub.com.cn/index.php?journalid=3574&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3574&xuanxiangk_id=2#xuanxk_3
3585,Innovative Food Science & Emerging Technologies,INNOV FOOD SCI EMERG,1466-8564,6.8,96,12.5,8.0,1区,农林科学,食品科技,SCIE,No,较易,约3.0个月,143663,生命科学,https://letpub.com.cn/index.php?journalid=3585&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3585&xuanxiangk_id=2#xuanxk_3
3592,INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY,INSECT BIOCHEM MOLEC,0965-1748,3.7,102,6.6,7.0,1区,农林科学,昆虫学,SCI SCIE,No,约50%,约3.0个月,96349,生命科学,https://letpub.com.cn/index.php?journalid=3592&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3592&xuanxiangk_id=2#xuanxk_3
3606,INTEGRATION-THE VLSI JOURNAL,INTEGRATION,0167-9260,2.5,33,5.2,5.4,3区,工程技术,工程：电子与电气,SCIE,No,容易,>12周，或约稿,43731,计算机科学|计算机应用技术|信息科学,https://letpub.com.cn/index.php?journalid=3606&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3606&xuanxiangk_id=2#xuanxk_3
3608,Integrative Biology,INTEGR BIOL-UK,1757-9694,1.4,63,2.9,6.1,4区,生物学,细胞生物学,SCIE,No,,约1.0个月,39352,生命科学,https://letpub.com.cn/index.php?journalid=3608&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3608&xuanxiangk_id=2#xuanxk_3
3612,INTELLIGENT AUTOMATION AND SOFT COMPUTING,INTELL AUTOM SOFT CO,1079-8587,0.0,21,3.5,5.5,未录,,,无,No,容易,约6.5个月,92416,计算机科学|信息科学,https://letpub.com.cn/index.php?journalid=3612&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3612&xuanxiangk_id=2#xuanxk_3
3613,Intelligent Data Analysis,INTELL DATA ANAL,1088-467X,0.8,43,2.2,6.4,4区,计算机科学,计算机：人工智能,SCIE,No,容易,约3.0个月,134495,人工智能与知识工程|信息科学,https://letpub.com.cn/index.php?journalid=3613&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3613&xuanxiangk_id=2#xuanxk_3
3622,Internal Medicine,INTERNAL MED,0918-2918,1.1,64,1.8,5.3,4区,,,,,,,,ISSN补录,https://letpub.com.cn/index.php?journalid=3622&page=journalapp&view=detail,
3628,INTERNATIONAL ARCHIVES OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH,INT ARCH OCC ENV HEA,0340-0131,2.4,80,6.5,5.3,3区,医学,公共卫生、环境卫生与职业卫生,SCI SCIE,No,较易,约3.0个月,31786,医药科学,https://letpub.com.cn/index.php?journalid=3628&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3628&xuanxiangk_id=2#xuanxk_3
3629,INTERNATIONAL BIODETERIORATION & BIODEGRADATION,INT BIODETER BIODEGR,0964-8305,4.1,85,8.2,7.4,3区,环境科学与生态学,生物工程与应用微生物,SCIE,No,约50%,约3.0个月,154242,生命科学,https://letpub.com.cn/index.php?journalid=3629&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3629&xuanxiangk_id=2#xuanxk_3
3632,INTERNATIONAL DAIRY JOURNAL,INT DAIRY J,0958-6946,3.4,126,7.4,6.5,2区,农林科学,食品科技,SCI SCIE,No,较易,约12.0个月,51316,生命科学,https://letpub.com.cn/index.php?journalid=3632&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3632&xuanxiangk_id=2#xuanxk_3
3639,International Immunopharmacology,INT IMMUNOPHARMACOL,1567-5769,4.7,98,7.2,7.6,2区,医学,药学,SCI SCIE,No,约81.66%,约2.7个月,486995,生命科学|医药科学,https://letpub.com.cn/index.php?journalid=3639&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3639&xuanxiangk_id=2#xuanxk_3
3645,INTERNATIONAL JOURNAL FOR PARASITOLOGY,INT J PARASITOL,0020-7519,3.2,132,8.4,6.6,2区,医学,寄生虫学,SCI SCIE,No,约50%,约3.0个月,38237,生命科学,https://letpub.com.cn/index.php?journalid=3645&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3645&xuanxiangk_id=2#xuanxk_3
3649,International Journal of Ad Hoc and Ubiquitous Computing,INT J AD HOC UBIQ CO,1743-8225,0.7,21,2.0,5.0,4区,计算机科学,计算机：信息系统,SCIE,No,容易,"较慢,6-12周",33931,计算机科学|信息科学,https://letpub.com.cn/index.php?journalid=3649&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3649&xuanxiangk_id=2#xuanxk_3
3652,INTERNATIONAL JOURNAL OF ADVANCED MANUFACTURING TECHNOLOGY,INT J ADV MANUF TECH,0268-3768,3.1,99,5.9,7.3,3区,工程技术,自动化与控制系统,SCIE,No,容易,约3.7个月,831627,信息科学,https://letpub.com.cn/index.php?journalid=3652&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3652&xuanxiangk_id=2#xuanxk_3
3663,International Journal of Applied Mathematics and Computer Science,INT J AP MAT COM-POL,1641-876X,1.2,40,3.4,5.3,4区,计算机科学,自动化与控制系统,SCIE,Yes,容易,"较慢,6-12周",71318,信息科学,https://letpub.com.cn/index.php?journalid=3663&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3663&xuanxiangk_id=2#xuanxk_3
3667,INTERNATIONAL JOURNAL OF ARTIFICIAL ORGANS,INT J ARTIF ORGANS,0391-3988,1.3,54,3.3,5.1,4区,医学,工程：生物医学,SCI SCIE,No,约75%,约3.0个月,22304,生命科学,https://letpub.com.cn/index.php?journalid=3667&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3667&xuanxiangk_id=2#xuanxk_3
3673,INTERNATIONAL JOURNAL OF BIOCHEMISTRY & CELL BIOLOGY,INT J BIOCHEM CELL B,1357-2725,2.8,168,6.6,6.6,3区,生物学,生化与分子生物学,SCI SCIE,No,约25%,约1.0个月,103533,生命科学,https://letpub.com.cn/index.php?journalid=3673&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3673&xuanxiangk_id=2#xuanxk_3
3674,International Journal of Biological Macromolecules,INT J BIOL MACROMOL,0141-8130,8.5,101,10.3,8.4,2区,生物学,生化与分子生物学,SCI SCIE,No,约35%,约2.7个月,1869717,生命科学,https://letpub.com.cn/index.php?journalid=3674&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3674&xuanxiangk_id=2#xuanxk_3
3676,International Journal of Biological Sciences,INT J BIOL SCI,1449-2288,10.0,70,15.1,7.9,1区,生物学,生化与分子生物学,SCIE,Yes,约50%,约1.0个月,339323,生命科学,https://letpub.com.cn/index.php?journalid=3676&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3676&xuanxiangk_id=2#xuanxk_3
3680,International Journal of Cardiology,INT J CARDIOL,0167-5273,3.2,108,6.4,6.7,2区,医学,心脏和心血管系统,SCI SCIE,No,约32.91%,约3.0个月,143754,医药科学,https://letpub.com.cn/index.php?journalid=3680&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3680&xuanxiangk_id=2#xuanxk_3
3681,INTERNATIONAL JOURNAL OF CARDIOVASCULAR IMAGING,INT J CARDIOVAS IMAG,1569-5794,1.5,54,3.9,5.4,4区,医学,心脏和心血管系统,SCI SCIE,No,约75%,平均2月,36167,医药科学,https://letpub.com.cn/index.php?journalid=3681&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3681&xuanxiangk_id=2#xuanxk_3
3692,International Journal of Clothing Science and Technology,INT J CLOTH SCI TECH,0955-6222,1.3,32,2.6,4.8,4区,工程技术,材料科学：纺织,SCIE,No,容易,约12.0个月,35162,计算机科学|计算机应用技术|信息科学,https://letpub.com.cn/index.php?journalid=3692&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3692&xuanxiangk_id=2#xuanxk_3
3696,INTERNATIONAL JOURNAL OF COMMUNICATION SYSTEMS,INT J COMMUN SYST,1074-5351,1.8,41,6.1,5.2,4区,计算机科学,工程：电子与电气,SCIE,No,80%,约4.7个月,98121,计算机科学|信息科学,https://letpub.com.cn/index.php?journalid=3696&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3696&xuanxiangk_id=2#xuanxk_3
3699,International Journal of Computational Intelligence Systems,INT J COMPUT INT SYS,1875-6883,3.0,31,5.5,7.0,4区,计算机科学,计算机：人工智能,SCIE,Yes,约25%,约12.0个月,100171,计算机科学|人工智能与知识工程|计算机应用技术|信息科学,https://letpub.com.cn/index.php?journalid=3699&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3699&xuanxiangk_id=2#xuanxk_3
3701,INTERNATIONAL JOURNAL OF COMPUTER INTEGRATED MANUFACTURING,INT J COMPUT INTEG M,0951-192X,4.0,48,9.7,6.6,3区,工程技术,运筹学与管理科学,SCIE,No,容易,"较慢,6-12周",107595,计算机科学|计算机应用技术|信息科学,https://letpub.com.cn/index.php?journalid=3701&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3701&xuanxiangk_id=2#xuanxk_3
3702,INTERNATIONAL JOURNAL OF COMPUTER MATHEMATICS,INT J COMPUT MATH,0020-7160,1.3,40,3.7,6.1,4区,数学,应用数学,SCIE,No,容易,约6.0个月,102214,计算机科学|信息科学,https://letpub.com.cn/index.php?journalid=3702&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3702&xuanxiangk_id=2#xuanxk_3
3703,INTERNATIONAL JOURNAL OF COMPUTER VISION,INT J COMPUT VISION,0920-5691,9.3,172,25.9,9.0,2区,计算机科学,计算机：人工智能,SCI SCIE,No,较难,约4.5个月,263504,计算机视觉,https://letpub.com.cn/index.php?journalid=3703&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3703&xuanxiangk_id=2#xuanxk_3
3705,INTERNATIONAL JOURNAL OF CONTROL,INT J CONTROL,0020-7179,1.6,104,4.5,6.8,4区,计算机科学,自动化与控制系统,SCI SCIE,No,容易,约9.0个月,222283,信息科学,https://letpub.com.cn/index.php?journalid=3705&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3705&xuanxiangk_id=2#xuanxk_3
3706,INTERNATIONAL JOURNAL OF CONTROL AUTOMATION AND SYSTEMS,INT J CONTROL AUTOM,1598-6446,2.9,46,5.6,6.7,4区,计算机科学,自动化与控制系统,SCIE,No,容易,约12.0个月,258775,信息科学,https://letpub.com.cn/index.php?journalid=3706&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3706&xuanxiangk_id=2#xuanxk_3
3713,INTERNATIONAL JOURNAL OF DERMATOLOGY,INT J DERMATOL,0011-9059,3.3,85,4.5,5.2,4区,医学,皮肤病学,SCI SCIE,No,约75%,约3.0个月,37570,医药科学,https://letpub.com.cn/index.php?journalid=3713&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3713&xuanxiangk_id=2#xuanxk_3
3718,International Journal of Distributed Sensor Networks,INT J DISTRIB SENS N,1550-1329,2.5,38,7.4,5.3,4区,计算机科学,计算机：信息系统,SCIE,Yes,容易,约4.5个月,107280,计算机科学|信息科学,https://letpub.com.cn/index.php?journalid=3718&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3718&xuanxiangk_id=2#xuanxk_3
3725,INTERNATIONAL JOURNAL OF ELECTRONICS,INT J ELECTRON,0020-7217,1.1,47,3.2,5.3,4区,工程技术,工程：电子与电气,SCI SCIE,No,容易,约6.3个月,77510,信息科学,https://letpub.com.cn/index.php?journalid=3725&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3725&xuanxiangk_id=2#xuanxk_3
3730,INTERNATIONAL JOURNAL OF ENVIRONMENT AND POLLUTION,INT J ENVIRON POLLUT,0957-4352,0.3,41,1.4,5.1,4区,环境科学与生态学,环境科学,SCIE,No,约75%,约3.0个月,49258,生命科学,https://letpub.com.cn/index.php?journalid=3730&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3730&xuanxiangk_id=2#xuanxk_3
3742,International Journal of Food Engineering,INT J FOOD ENG,1556-3758,1.4,21,3.5,5.0,4区,农林科学,食品科技,SCIE,No,约75%,约3.5个月,34784,生命科学,https://letpub.com.cn/index.php?journalid=3742&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3742&xuanxiangk_id=2#xuanxk_3
3743,INTERNATIONAL JOURNAL OF FOOD MICROBIOLOGY,INT J FOOD MICROBIOL,0168-1605,5.2,170,10.4,8.0,1区,农林科学,食品科技,SCI SCIE,No,较难,约2.2个月,177089,生命科学,https://letpub.com.cn/index.php?journalid=3743&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3743&xuanxiangk_id=2#xuanxk_3
3744,INTERNATIONAL JOURNAL OF FOOD PROPERTIES,INT J FOOD PROP,1094-2912,3.9,42,7.1,5.1,3区,农林科学,食品科技,SCIE,Yes,容易,约3.0个月,71359,生命科学,https://letpub.com.cn/index.php?journalid=3744&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3744&xuanxiangk_id=2#xuanxk_3
3745,INTERNATIONAL JOURNAL OF FOOD SCIENCE AND TECHNOLOGY,INT J FOOD SCI TECH,0950-5423,3.1,82,6.1,7.1,4区,农林科学,食品科技,SCI SCIE,No,约60%,约3.0个月,227233,生命科学,https://letpub.com.cn/index.php?journalid=3745&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3745&xuanxiangk_id=2#xuanxk_3
3747,INTERNATIONAL JOURNAL OF FOUNDATIONS OF COMPUTER SCIENCE,INT J FOUND COMPUT S,0129-0541,0.6,36,1.7,5.3,4区,计算机科学,计算机：理论方法,SCIE,No,容易,"较慢,6-12周",32297,计算机科学|信息科学,https://letpub.com.cn/index.php?journalid=3747&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3747&xuanxiangk_id=2#xuanxk_3
3749,International Journal of Fuzzy Systems,INT J FUZZY SYST,1562-2479,3.6,31,7.7,6.6,4区,计算机科学,自动化与控制系统,SCIE,No,较易,约12.0个月,141767,计算机科学|计算机应用技术|信息科学,https://letpub.com.cn/index.php?journalid=3749&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3749&xuanxiangk_id=2#xuanxk_3
3769,INTERNATIONAL JOURNAL OF HUMAN-COMPUTER STUDIES,INT J HUM-COMPUT ST,1071-5819,5.1,109,12.4,6.5,2区,计算机科学,计算机：控制论,SCI SCIE,No,容易,约3.0个月,80421,计算机科学|计算机应用技术|信息科学,https://letpub.com.cn/index.php?journalid=3769&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3769&xuanxiangk_id=2#xuanxk_3
3771,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,INT J HYDROGEN ENERG,0360-3199,8.3,187,13.3,8.1,2区,材料科学,物理化学,SCI SCIE,No,约50%,约2.2个月,1172564,生命科学,https://letpub.com.cn/index.php?journalid=3771&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3771&xuanxiangk_id=2#xuanxk_3
